id,created_at,amount,currency,merchant_id,merchant_vertical,country,region,payment_method_type,card_brand,wallet_type,status,failure_code,failure_category,auth_outcome,risk_level,is_disputed,is_refunded,latency_ms,channel,experiment_bucket
pmt_666e14663f,2026-01-13T20:02:36Z,37515,usd,m_004,fintech,DE,EU,card,mastercard,,succeeded,,,authorized,highest,0,0,446,mobile,control
pmt_f83fd66e3b,2026-02-06T01:22:43Z,34307,usd,m_005,saas,SG,APAC,ach,,,failed,insufficient_funds,bank_decline,declined,normal,0,0,1109,mobile,control
pmt_2bcecbc4e3,2026-02-18T18:57:31Z,37218,usd,m_002,marketplace,AU,APAC,rtp,,,pending,,,not_attempted,elevated,0,0,389,api,control
pmt_ac01b8cfa5,2026-03-08T20:49:08Z,19079,usd,m_003,fintech,DE,EU,card,mastercard,,succeeded,,,authorized,normal,0,0,497,mobile,control
pmt_99bd84b179,2026-01-15T11:25:32Z,10552,usd,m_003,marketplace,BR,LATAM,rtp,,,succeeded,,,authorized,normal,0,0,2888,api,control
pmt_f79ad92d5b,2026-03-05T15:08:35Z,20406,usd,m_002,fintech,SG,APAC,rtp,,,succeeded,,,authorized,normal,0,0,1929,web,routing_v2
pmt_a01b307365,2026-01-03T14:24:12Z,18323,usd,m_002,fintech,US,NA,card,amex,,failed,network_error,technical,declined,elevated,0,0,1045,mobile,control
pmt_fe3ccd4361,2026-03-05T17:56:15Z,32575,usd,m_003,saas,GB,EU,card,visa,,succeeded,,,authorized,normal,0,0,1473,api,routing_v2
pmt_6c9707ca68,2026-01-19T03:32:20Z,16749,usd,m_005,marketplace,CA,NA,wallet,,google_pay,succeeded,,,authorized,highest,0,0,375,web,control
pmt_059cec7448,2026-03-09T12:41:40Z,375,usd,m_003,ecommerce,DE,EU,card,mastercard,,failed,insufficient_funds,bank_decline,declined,normal,0,0,477,mobile,auth_opt_v1
pmt_e218b82f6d,2026-01-13T15:53:23Z,40410,usd,m_003,fintech,GB,EU,card,discover,,pending,,,not_attempted,highest,0,0,609,web,control
pmt_cb8bb3aab6,2026-03-07T14:33:29Z,31850,usd,m_002,ecommerce,BR,LATAM,card,visa,,succeeded,,,authorized,normal,0,0,2198,mobile,control
pmt_68d9f4fa03,2026-03-11T13:51:59Z,8436,usd,m_004,ecommerce,DE,EU,wallet,,apple_pay,succeeded,,,authorized,elevated,0,0,2920,web,control
pmt_6b50c9aace,2026-01-25T14:49:49Z,32823,usd,m_004,saas,US,NA,ach,,,pending,,,not_attempted,normal,0,0,2601,api,routing_v2
pmt_3150d6a484,2026-02-09T14:39:47Z,20418,usd,m_001,fintech,BR,LATAM,card,mastercard,,succeeded,,,authorized,highest,0,0,1499,api,control
pmt_c9f206f0a5,2026-03-08T06:09:40Z,15108,usd,m_005,gaming,SG,APAC,ach,,,failed,insufficient_funds,bank_decline,declined,highest,0,0,460,web,routing_v2
pmt_8cce2314b3,2026-03-10T19:04:40Z,7941,usd,m_002,saas,BR,LATAM,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,2134,api,control
pmt_9a5bf73a33,2026-01-03T21:22:02Z,19550,usd,m_005,marketplace,IN,APAC,card,discover,,succeeded,,,authorized,normal,0,0,1562,api,control
pmt_547f646134,2026-03-17T09:05:40Z,8273,usd,m_002,gaming,GB,EU,rtp,,,succeeded,,,authorized,normal,0,0,2348,mobile,auth_opt_v1
pmt_a503591a5a,2026-03-11T14:15:58Z,6654,usd,m_003,marketplace,US,NA,card,amex,,pending,,,not_attempted,elevated,0,0,2881,api,control
pmt_91d0085fd9,2026-02-21T22:21:49Z,49030,usd,m_003,fintech,CA,NA,ach,,,succeeded,,,authorized,normal,0,0,1290,web,auth_opt_v1
pmt_08d3990222,2026-01-29T21:42:23Z,34325,usd,m_005,saas,BR,LATAM,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,259,mobile,control
pmt_d34bc3f6c2,2026-01-22T04:17:42Z,38889,usd,m_005,gaming,AU,APAC,card,visa,,refunded,,,not_attempted,normal,0,1,528,mobile,routing_v2
pmt_010805af78,2026-01-17T01:32:21Z,40766,usd,m_004,saas,IN,APAC,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,2004,web,routing_v2
pmt_7d8db83b75,2026-01-10T08:59:18Z,48332,usd,m_005,gaming,BR,LATAM,card,discover,,pending,,,not_attempted,elevated,0,0,2425,mobile,auth_opt_v1
pmt_ee1b1b2488,2026-02-13T19:50:55Z,43062,usd,m_004,fintech,GB,EU,card,mastercard,,failed,expired_card,customer,declined,normal,0,0,213,mobile,routing_v2
pmt_c00e3dc6d0,2026-01-17T05:01:20Z,24923,usd,m_003,saas,BR,LATAM,card,mastercard,,succeeded,,,authorized,normal,0,0,1118,mobile,control
pmt_e74766a49c,2026-02-26T12:03:45Z,46961,usd,m_004,ecommerce,CA,NA,ach,,,pending,,,not_attempted,normal,0,0,548,api,routing_v2
pmt_7855168d06,2026-02-05T01:46:29Z,43424,usd,m_003,saas,US,NA,ach,,,succeeded,,,authorized,normal,0,0,762,mobile,control
pmt_391a9a8dad,2026-02-04T00:14:47Z,10130,usd,m_004,fintech,SG,APAC,card,amex,,refunded,,,not_attempted,normal,0,1,2310,web,control
pmt_68c57050bb,2026-01-02T15:46:03Z,21769,usd,m_001,fintech,SG,APAC,card,discover,,succeeded,,,authorized,normal,0,0,1948,mobile,routing_v2
pmt_d140bed697,2026-01-23T03:48:01Z,32235,usd,m_001,ecommerce,CA,NA,card,mastercard,,succeeded,,,authorized,normal,0,0,902,mobile,control
pmt_f187eccb4e,2026-01-19T18:44:30Z,1104,usd,m_005,marketplace,SG,APAC,wallet,,google_pay,pending,,,not_attempted,normal,0,0,2907,web,auth_opt_v1
pmt_fcdb7deb90,2026-02-05T13:27:59Z,24563,usd,m_005,gaming,US,NA,card,discover,,pending,,,not_attempted,normal,0,0,2769,api,control
pmt_5d490d005f,2026-02-01T08:31:38Z,2617,usd,m_003,saas,BR,LATAM,wallet,,google_pay,succeeded,,,authorized,normal,0,0,2774,mobile,routing_v2
pmt_4fa0217b56,2026-03-04T01:01:22Z,20433,usd,m_005,marketplace,DE,EU,wallet,,google_pay,succeeded,,,authorized,normal,0,0,900,mobile,routing_v2
pmt_8e0a5efdef,2026-01-15T01:22:01Z,24487,usd,m_001,marketplace,AU,APAC,rtp,,,pending,,,not_attempted,normal,0,0,1378,web,control
pmt_e9fcd5e8e5,2026-01-26T20:29:47Z,42320,usd,m_002,saas,DE,EU,card,mastercard,,succeeded,,,authorized,normal,0,0,467,api,control
pmt_2a14ab9748,2026-02-07T19:45:26Z,19369,usd,m_004,ecommerce,DE,EU,ach,,,pending,,,not_attempted,normal,0,0,2174,api,control
pmt_b9a2cdb883,2026-01-19T09:03:15Z,18631,usd,m_003,ecommerce,IN,APAC,rtp,,,pending,,,not_attempted,elevated,0,0,510,web,routing_v2
pmt_b244cfb79a,2026-02-12T07:00:37Z,6161,usd,m_005,gaming,CA,NA,rtp,,,succeeded,,,authorized,normal,0,0,885,api,control
pmt_93035c6879,2026-01-19T14:18:41Z,23974,usd,m_003,fintech,AU,APAC,rtp,,,failed,expired_card,customer,declined,normal,0,0,2911,api,control
pmt_88529168cd,2026-03-07T04:52:46Z,2163,usd,m_005,ecommerce,US,NA,card,mastercard,,pending,,,not_attempted,normal,0,0,1107,mobile,control
pmt_679124fe90,2026-01-31T14:57:10Z,31412,usd,m_005,saas,GB,EU,wallet,,google_pay,succeeded,,,authorized,elevated,0,0,2306,web,auth_opt_v1
pmt_7417888edc,2026-03-11T19:47:56Z,22753,usd,m_004,marketplace,DE,EU,card,mastercard,,failed,do_not_honor,bank_decline,declined,elevated,0,0,1241,mobile,control
pmt_8ed095aeb4,2026-01-03T02:48:11Z,40751,usd,m_004,marketplace,IN,APAC,rtp,,,failed,insufficient_funds,bank_decline,declined,highest,0,0,2552,api,control
pmt_1bc0c3d153,2026-01-26T04:28:52Z,28032,usd,m_001,saas,DE,EU,wallet,,google_pay,succeeded,,,authorized,elevated,0,0,1314,web,control
pmt_c5026bdc6d,2026-01-03T05:05:53Z,24134,usd,m_004,ecommerce,AU,APAC,wallet,,apple_pay,refunded,,,not_attempted,highest,0,1,2903,mobile,control
pmt_1d898984a3,2026-02-10T18:10:49Z,25211,usd,m_002,marketplace,AU,APAC,card,discover,,succeeded,,,authorized,normal,0,0,376,mobile,auth_opt_v1
pmt_bff7b23eec,2026-02-07T13:55:16Z,28236,usd,m_004,ecommerce,GB,EU,rtp,,,succeeded,,,authorized,elevated,0,0,2198,web,control
pmt_9d2f1f9041,2026-01-09T11:11:31Z,9559,usd,m_003,gaming,US,NA,rtp,,,succeeded,,,authorized,normal,0,0,278,mobile,control
pmt_bda7c7f016,2026-02-23T11:20:48Z,30059,usd,m_001,fintech,AU,APAC,card,amex,,pending,,,not_attempted,normal,0,0,831,api,auth_opt_v1
pmt_3283eb31c7,2026-03-06T22:28:51Z,5511,usd,m_004,gaming,GB,EU,wallet,,google_pay,refunded,,,not_attempted,elevated,0,1,2608,mobile,routing_v2
pmt_2d0f771293,2026-01-03T16:04:06Z,3342,usd,m_005,marketplace,SG,APAC,card,amex,,refunded,,,not_attempted,normal,0,1,1141,api,auth_opt_v1
pmt_1ec1ba1c53,2026-01-26T03:03:12Z,928,usd,m_004,gaming,BR,LATAM,card,discover,,pending,,,not_attempted,normal,0,0,214,web,control
pmt_6dc052ec20,2026-03-10T03:29:51Z,42431,usd,m_001,fintech,CA,NA,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,2672,web,routing_v2
pmt_24aebd053f,2026-01-17T05:37:11Z,1997,usd,m_004,fintech,GB,EU,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,2119,mobile,control
pmt_53a9c678ac,2026-03-10T11:39:26Z,32196,usd,m_002,ecommerce,SG,APAC,card,amex,,refunded,,,not_attempted,elevated,0,1,676,api,auth_opt_v1
pmt_d93c29eae5,2026-01-09T03:47:22Z,10838,usd,m_004,fintech,IN,APAC,card,visa,,refunded,,,not_attempted,normal,0,1,1685,api,control
pmt_36d51e2720,2026-02-07T23:07:08Z,19405,usd,m_002,marketplace,CA,NA,card,discover,,succeeded,,,authorized,normal,0,0,2300,mobile,routing_v2
pmt_553ae129c4,2026-03-07T01:01:57Z,18317,usd,m_004,fintech,GB,EU,card,discover,,succeeded,,,authorized,elevated,0,0,2997,web,routing_v2
pmt_d3d7cfb1e2,2026-02-08T02:37:59Z,36599,usd,m_002,ecommerce,DE,EU,card,discover,,succeeded,,,authorized,elevated,0,0,2055,web,control
pmt_3fc1e95244,2026-01-03T20:38:23Z,44513,usd,m_005,gaming,US,NA,wallet,,google_pay,pending,,,not_attempted,normal,0,0,1449,web,routing_v2
pmt_5f0ab6f3ab,2026-02-23T07:58:13Z,24186,usd,m_003,ecommerce,US,NA,card,mastercard,,succeeded,,,authorized,elevated,0,0,669,api,routing_v2
pmt_fd47f5df24,2026-03-07T23:00:31Z,33395,usd,m_003,fintech,CA,NA,card,mastercard,,succeeded,,,authorized,elevated,0,0,1816,web,routing_v2
pmt_98552377ce,2026-02-06T07:13:18Z,10962,usd,m_001,fintech,BR,LATAM,card,mastercard,,failed,network_error,technical,declined,normal,0,0,1251,web,control
pmt_fd7a7edf65,2026-01-21T20:16:38Z,9047,usd,m_003,gaming,BR,LATAM,ach,,,succeeded,,,authorized,elevated,0,0,294,mobile,control
pmt_c126bae9dd,2026-01-02T03:09:16Z,37598,usd,m_004,fintech,IN,APAC,card,discover,,failed,expired_card,customer,declined,normal,0,0,863,mobile,auth_opt_v1
pmt_80a4d108f7,2026-01-04T04:16:05Z,23661,usd,m_002,ecommerce,CA,NA,card,discover,,pending,,,not_attempted,normal,0,0,2550,api,control
pmt_91b7972054,2026-02-02T02:16:11Z,8209,usd,m_005,saas,DE,EU,card,visa,,pending,,,not_attempted,normal,0,0,767,web,auth_opt_v1
pmt_d14b3192ad,2026-02-19T07:06:40Z,3606,usd,m_003,ecommerce,CA,NA,card,visa,,succeeded,,,authorized,elevated,0,0,2723,api,routing_v2
pmt_ebb8f96c89,2026-01-01T12:58:20Z,26698,usd,m_005,gaming,DE,EU,rtp,,,succeeded,,,authorized,normal,0,0,1455,mobile,routing_v2
pmt_d112452e26,2026-01-03T09:47:32Z,42643,usd,m_005,fintech,CA,NA,rtp,,,refunded,,,not_attempted,highest,0,1,2572,web,routing_v2
pmt_961f076a70,2026-01-24T23:17:28Z,627,usd,m_002,marketplace,CA,NA,rtp,,,succeeded,,,authorized,highest,1,0,437,web,control
pmt_6d5be27796,2026-02-01T19:50:49Z,42602,usd,m_004,saas,GB,EU,wallet,,apple_pay,succeeded,,,authorized,normal,0,0,1924,api,auth_opt_v1
pmt_f9ff8ca04d,2026-02-21T21:48:19Z,28358,usd,m_003,ecommerce,US,NA,card,mastercard,,succeeded,,,authorized,highest,0,0,453,web,auth_opt_v1
pmt_de1c308df4,2026-02-01T14:32:58Z,20281,usd,m_001,ecommerce,CA,NA,card,mastercard,,failed,network_error,technical,declined,normal,0,0,1284,mobile,control
pmt_4cccc58224,2026-02-23T16:11:17Z,34411,usd,m_001,gaming,CA,NA,ach,,,succeeded,,,authorized,highest,0,0,1207,web,auth_opt_v1
pmt_5d0a1104fa,2026-01-29T17:01:41Z,41020,usd,m_003,ecommerce,US,NA,rtp,,,succeeded,,,authorized,elevated,0,0,1098,web,auth_opt_v1
pmt_640f4ac5d7,2026-03-12T06:08:22Z,10023,usd,m_002,marketplace,AU,APAC,card,discover,,succeeded,,,authorized,elevated,0,0,526,web,auth_opt_v1
pmt_14dd8bb1c9,2026-02-24T13:17:11Z,22156,usd,m_004,marketplace,IN,APAC,card,mastercard,,succeeded,,,authorized,normal,0,0,2554,api,routing_v2
pmt_2ccae4b158,2026-02-05T14:00:03Z,19131,usd,m_003,gaming,GB,EU,ach,,,succeeded,,,authorized,highest,1,0,2306,api,control
pmt_dce49725ad,2026-02-10T16:05:31Z,43707,usd,m_003,fintech,DE,EU,ach,,,failed,expired_card,customer,declined,elevated,0,0,1810,api,auth_opt_v1
pmt_039e2f73e9,2026-02-26T07:57:27Z,10003,usd,m_002,saas,SG,APAC,card,discover,,refunded,,,not_attempted,normal,0,1,892,web,control
pmt_d9c547f89f,2026-01-28T09:54:37Z,39060,usd,m_005,fintech,US,NA,card,mastercard,,pending,,,not_attempted,normal,0,0,1409,mobile,routing_v2
pmt_d6e60f0f75,2026-02-14T19:45:28Z,33763,usd,m_005,ecommerce,IN,APAC,rtp,,,succeeded,,,authorized,normal,0,0,1869,mobile,routing_v2
pmt_d27d9eb5ab,2026-02-21T14:40:44Z,5675,usd,m_003,ecommerce,AU,APAC,card,amex,,failed,do_not_honor,bank_decline,declined,highest,0,0,1974,mobile,control
pmt_0ee0dfdd7b,2026-01-24T19:08:59Z,19279,usd,m_003,marketplace,CA,NA,card,amex,,refunded,,,not_attempted,elevated,0,1,1597,api,control
pmt_914be4dc1c,2026-01-31T10:43:45Z,22569,usd,m_002,ecommerce,DE,EU,wallet,,google_pay,succeeded,,,authorized,elevated,0,0,2845,web,auth_opt_v1
pmt_ccba4aafc1,2026-02-09T07:56:10Z,38260,usd,m_002,saas,GB,EU,ach,,,succeeded,,,authorized,elevated,0,0,492,mobile,control
pmt_5971d5adea,2026-01-22T20:36:26Z,8928,usd,m_002,marketplace,SG,APAC,card,amex,,succeeded,,,authorized,elevated,0,0,1631,mobile,auth_opt_v1
pmt_863edb829e,2026-03-09T11:10:33Z,20472,usd,m_003,marketplace,CA,NA,rtp,,,succeeded,,,authorized,highest,0,0,1713,web,control
pmt_4e7a8b3377,2026-03-10T09:09:33Z,22629,usd,m_004,fintech,BR,LATAM,wallet,,apple_pay,succeeded,,,authorized,highest,0,0,265,mobile,control
pmt_459d28cba8,2026-02-27T12:00:09Z,29242,usd,m_004,fintech,CA,NA,wallet,,apple_pay,pending,,,not_attempted,normal,0,0,2941,mobile,control
pmt_7af7ffd03c,2026-02-23T20:12:15Z,9086,usd,m_002,saas,BR,LATAM,ach,,,succeeded,,,authorized,normal,0,0,1652,web,control
pmt_ed7c11ee92,2026-01-09T20:03:26Z,18962,usd,m_005,ecommerce,DE,EU,rtp,,,succeeded,,,authorized,normal,0,0,1954,web,auth_opt_v1
pmt_44d3d55f76,2026-01-12T18:07:19Z,21589,usd,m_001,gaming,CA,NA,card,mastercard,,succeeded,,,authorized,normal,0,0,2050,web,routing_v2
pmt_72bdb8acb8,2026-02-12T14:46:05Z,43349,usd,m_002,fintech,AU,APAC,card,amex,,failed,do_not_honor,bank_decline,declined,highest,0,0,869,mobile,control
pmt_e55b61ae28,2026-03-13T12:38:19Z,22402,usd,m_002,ecommerce,DE,EU,card,visa,,succeeded,,,authorized,elevated,0,0,492,mobile,auth_opt_v1
pmt_439d46eca6,2026-03-01T17:06:16Z,13180,usd,m_005,saas,IN,APAC,card,amex,,succeeded,,,authorized,highest,0,0,2971,web,auth_opt_v1
pmt_e22f18f9a5,2026-01-19T11:11:04Z,20616,usd,m_003,ecommerce,AU,APAC,ach,,,refunded,,,not_attempted,elevated,0,1,317,mobile,auth_opt_v1
pmt_cfebcbf78e,2026-03-10T00:06:36Z,2699,usd,m_005,saas,DE,EU,rtp,,,refunded,,,not_attempted,highest,0,1,1513,mobile,control
pmt_3156b2e4e6,2026-01-29T07:04:08Z,7183,usd,m_001,marketplace,CA,NA,rtp,,,failed,insufficient_funds,bank_decline,declined,normal,0,0,1417,api,control
pmt_0a87680069,2026-01-08T01:35:34Z,43381,usd,m_003,gaming,IN,APAC,card,discover,,failed,insufficient_funds,bank_decline,declined,normal,0,0,1903,mobile,routing_v2
pmt_0e962ae82a,2026-02-08T06:37:27Z,8877,usd,m_005,marketplace,AU,APAC,card,amex,,succeeded,,,authorized,normal,0,0,1894,mobile,routing_v2
pmt_bcbb6540df,2026-01-16T13:03:02Z,47741,usd,m_003,ecommerce,SG,APAC,rtp,,,succeeded,,,authorized,highest,0,0,1289,api,control
pmt_e7c1cbe3fe,2026-02-23T07:06:50Z,12838,usd,m_003,gaming,GB,EU,card,visa,,pending,,,not_attempted,elevated,0,0,1574,mobile,control
pmt_d3a8f6a684,2026-02-10T02:21:51Z,23346,usd,m_003,marketplace,GB,EU,ach,,,succeeded,,,authorized,normal,0,0,2720,mobile,auth_opt_v1
pmt_9a93753e8f,2026-01-01T18:47:54Z,30758,usd,m_004,gaming,CA,NA,card,discover,,succeeded,,,authorized,highest,0,0,2602,api,control
pmt_0ae05e2880,2026-03-01T02:02:39Z,8003,usd,m_004,ecommerce,GB,EU,card,discover,,pending,,,not_attempted,normal,0,0,1092,mobile,control
pmt_9b75227841,2026-01-26T04:25:14Z,38476,usd,m_005,gaming,SG,APAC,card,visa,,pending,,,not_attempted,elevated,0,0,2150,api,routing_v2
pmt_5605bbac1e,2026-01-14T07:14:45Z,10279,usd,m_003,gaming,BR,LATAM,card,amex,,pending,,,not_attempted,normal,0,0,1338,mobile,routing_v2
pmt_4d6dc80d58,2026-01-05T16:06:12Z,31539,usd,m_005,marketplace,SG,APAC,card,mastercard,,pending,,,not_attempted,normal,0,0,493,mobile,auth_opt_v1
pmt_5483fcd636,2026-02-27T08:00:45Z,682,usd,m_005,ecommerce,AU,APAC,ach,,,succeeded,,,authorized,normal,0,0,2044,api,control
pmt_fd54eebd9e,2026-01-07T19:15:53Z,37949,usd,m_002,marketplace,BR,LATAM,card,amex,,failed,fraud_detected,fraud,declined,normal,0,0,344,web,routing_v2
pmt_a6b7454577,2026-01-16T02:12:09Z,28351,usd,m_002,saas,DE,EU,card,discover,,succeeded,,,authorized,highest,0,0,1460,api,routing_v2
pmt_0f0eee9c3f,2026-01-25T08:44:41Z,31203,usd,m_003,marketplace,DE,EU,rtp,,,succeeded,,,authorized,highest,0,0,2573,api,control
pmt_1e430d8e55,2026-02-11T05:49:07Z,881,usd,m_002,ecommerce,AU,APAC,card,visa,,succeeded,,,authorized,normal,0,0,238,mobile,auth_opt_v1
pmt_240091c3e1,2026-01-03T23:16:33Z,41426,usd,m_001,gaming,IN,APAC,card,mastercard,,succeeded,,,authorized,normal,0,0,1080,mobile,control
pmt_aa8ce122dc,2026-02-25T23:08:13Z,8188,usd,m_002,fintech,SG,APAC,card,visa,,refunded,,,not_attempted,normal,0,1,1238,mobile,control
pmt_85040a68d9,2026-02-28T00:31:12Z,24756,usd,m_005,fintech,GB,EU,rtp,,,refunded,,,not_attempted,normal,0,1,672,api,auth_opt_v1
pmt_1bf8752d2e,2026-01-25T10:22:20Z,37957,usd,m_005,fintech,AU,APAC,rtp,,,failed,do_not_honor,bank_decline,declined,elevated,0,0,1555,mobile,control
pmt_7a28845324,2026-01-01T01:52:26Z,9653,usd,m_005,saas,BR,LATAM,ach,,,failed,fraud_detected,fraud,declined,normal,0,0,720,mobile,control
pmt_9f3cd1a836,2026-02-28T16:58:36Z,28934,usd,m_002,ecommerce,CA,NA,card,discover,,succeeded,,,authorized,highest,0,0,2521,mobile,control
pmt_91c56c0388,2026-01-24T09:18:02Z,27960,usd,m_003,fintech,IN,APAC,card,discover,,succeeded,,,authorized,elevated,0,0,894,web,routing_v2
pmt_fe71c27998,2026-01-11T03:00:43Z,2443,usd,m_004,fintech,SG,APAC,card,discover,,failed,fraud_detected,fraud,declined,normal,0,0,489,mobile,auth_opt_v1
pmt_57bc61be59,2026-02-06T12:56:05Z,37438,usd,m_003,fintech,SG,APAC,rtp,,,succeeded,,,authorized,normal,0,0,711,mobile,routing_v2
pmt_72c5f14c70,2026-01-02T04:46:56Z,33905,usd,m_003,ecommerce,US,NA,card,mastercard,,failed,network_error,technical,declined,highest,0,0,2384,api,routing_v2
pmt_f862cf1bde,2026-03-04T07:16:28Z,44750,usd,m_004,fintech,SG,APAC,card,amex,,pending,,,not_attempted,highest,0,0,764,mobile,routing_v2
pmt_52e1e6dbcc,2026-01-31T04:54:39Z,11047,usd,m_005,saas,CA,NA,ach,,,succeeded,,,authorized,normal,0,0,1750,api,control
pmt_a3537e412d,2026-02-01T19:30:53Z,16485,usd,m_002,gaming,AU,APAC,rtp,,,refunded,,,not_attempted,normal,0,1,1082,api,control
pmt_2c43740114,2026-02-28T22:57:42Z,8294,usd,m_002,ecommerce,BR,LATAM,rtp,,,succeeded,,,authorized,normal,0,0,1516,api,control
pmt_6ebfa46ab5,2026-02-26T19:30:00Z,18348,usd,m_001,saas,US,NA,rtp,,,succeeded,,,authorized,normal,0,0,1832,api,control
pmt_5e17fd3237,2026-01-31T19:47:18Z,2893,usd,m_004,ecommerce,IN,APAC,rtp,,,succeeded,,,authorized,normal,0,0,1689,api,control
pmt_d9d4e647d4,2026-02-13T18:06:44Z,25537,usd,m_002,ecommerce,GB,EU,card,visa,,failed,do_not_honor,bank_decline,declined,elevated,0,0,1576,api,auth_opt_v1
pmt_ecc13b6514,2026-03-15T14:01:02Z,48895,usd,m_001,saas,US,NA,card,amex,,succeeded,,,authorized,normal,0,0,320,api,control
pmt_42105a24c0,2026-01-04T13:16:14Z,30711,usd,m_004,gaming,BR,LATAM,card,mastercard,,succeeded,,,authorized,normal,0,0,246,mobile,routing_v2
pmt_80def8a718,2026-02-25T11:07:08Z,22694,usd,m_002,ecommerce,US,NA,ach,,,pending,,,not_attempted,elevated,0,0,1173,mobile,control
pmt_3c6c0f761b,2026-01-04T04:07:15Z,42756,usd,m_003,marketplace,DE,EU,wallet,,apple_pay,refunded,,,not_attempted,elevated,0,1,2146,web,auth_opt_v1
pmt_f0bad55321,2026-01-06T14:11:40Z,364,usd,m_002,fintech,GB,EU,ach,,,failed,insufficient_funds,bank_decline,declined,normal,0,0,792,mobile,auth_opt_v1
pmt_d2ae39c264,2026-02-27T15:42:48Z,36579,usd,m_004,fintech,US,NA,card,visa,,succeeded,,,authorized,normal,0,0,2669,mobile,control
pmt_6ef2689a81,2026-01-02T22:04:57Z,46303,usd,m_004,marketplace,SG,APAC,wallet,,google_pay,succeeded,,,authorized,normal,0,0,553,mobile,auth_opt_v1
pmt_939cd4eabc,2026-03-02T23:37:45Z,41021,usd,m_005,fintech,IN,APAC,card,amex,,refunded,,,not_attempted,normal,0,1,1707,mobile,control
pmt_4c104a9429,2026-03-08T06:31:16Z,40995,usd,m_003,ecommerce,BR,LATAM,card,amex,,succeeded,,,authorized,normal,0,0,1972,mobile,auth_opt_v1
pmt_d74c39ae76,2026-02-17T03:59:40Z,49605,usd,m_005,gaming,SG,APAC,rtp,,,failed,insufficient_funds,bank_decline,declined,normal,0,0,2784,api,routing_v2
pmt_ff7f71587a,2026-02-28T14:37:20Z,4326,usd,m_002,fintech,DE,EU,card,mastercard,,succeeded,,,authorized,elevated,0,0,2987,mobile,control
pmt_e26203b83c,2026-01-21T20:20:55Z,28816,usd,m_003,gaming,IN,APAC,ach,,,pending,,,not_attempted,normal,0,0,1018,web,control
pmt_b75d4edb67,2026-01-20T23:15:51Z,4677,usd,m_005,fintech,GB,EU,rtp,,,failed,fraud_detected,fraud,declined,normal,0,0,1106,web,routing_v2
pmt_3484ce0664,2026-01-22T01:42:10Z,49990,usd,m_004,fintech,DE,EU,card,discover,,succeeded,,,authorized,normal,0,0,1692,mobile,routing_v2
pmt_385d7d1e27,2026-01-13T08:20:17Z,10977,usd,m_004,fintech,IN,APAC,card,visa,,succeeded,,,authorized,normal,0,0,1223,api,control
pmt_c15d623bb8,2026-03-06T11:32:47Z,23996,usd,m_005,marketplace,BR,LATAM,wallet,,google_pay,failed,fraud_detected,fraud,declined,highest,0,0,2147,web,control
pmt_2238a3aebe,2026-02-24T04:02:01Z,16097,usd,m_001,saas,CA,NA,rtp,,,succeeded,,,authorized,normal,0,0,231,mobile,auth_opt_v1
pmt_ca44d84e1a,2026-03-01T10:17:19Z,34750,usd,m_003,saas,BR,LATAM,ach,,,failed,insufficient_funds,bank_decline,declined,normal,0,0,1528,api,routing_v2
pmt_2729eaa8b1,2026-02-10T09:11:52Z,39579,usd,m_001,fintech,CA,NA,ach,,,succeeded,,,authorized,normal,0,0,1750,mobile,routing_v2
pmt_711597eadf,2026-02-02T22:27:26Z,10040,usd,m_004,saas,GB,EU,ach,,,succeeded,,,authorized,normal,0,0,2953,mobile,routing_v2
pmt_3145605817,2026-03-05T10:31:31Z,28264,usd,m_004,saas,GB,EU,card,visa,,succeeded,,,authorized,elevated,0,0,1321,mobile,routing_v2
pmt_511ac9d4f5,2026-02-14T03:27:51Z,42840,usd,m_005,fintech,BR,LATAM,card,amex,,succeeded,,,authorized,normal,0,0,2055,mobile,control
pmt_01a2ebe99d,2026-02-20T05:25:06Z,49529,usd,m_005,marketplace,BR,LATAM,card,discover,,succeeded,,,authorized,elevated,0,0,1759,api,routing_v2
pmt_b4940f9979,2026-01-26T07:00:47Z,44688,usd,m_002,ecommerce,IN,APAC,card,amex,,pending,,,not_attempted,normal,0,0,2547,mobile,control
pmt_d53f3d663f,2026-03-03T23:45:17Z,35066,usd,m_002,fintech,US,NA,card,mastercard,,pending,,,not_attempted,normal,0,0,763,api,control
pmt_0bd7013ca9,2026-01-24T15:08:06Z,28081,usd,m_002,saas,DE,EU,rtp,,,succeeded,,,authorized,highest,0,0,1813,mobile,control
pmt_16b2a4b20e,2026-03-09T16:59:15Z,14101,usd,m_003,saas,IN,APAC,card,visa,,succeeded,,,authorized,highest,0,0,2673,web,auth_opt_v1
pmt_cb963d966d,2026-01-15T13:28:15Z,47421,usd,m_001,gaming,GB,EU,ach,,,refunded,,,not_attempted,normal,0,1,506,web,control
pmt_0db3909519,2026-02-01T13:05:54Z,9409,usd,m_003,fintech,GB,EU,card,discover,,refunded,,,not_attempted,highest,0,1,1617,mobile,routing_v2
pmt_730a4a6f21,2026-02-22T06:48:30Z,43015,usd,m_002,gaming,AU,APAC,rtp,,,succeeded,,,authorized,normal,0,0,538,api,control
